,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,26148,consent.html,external-html,0,26256,0.0-0.0,ckhycvdx4a8dv9uyg419,female,literal,,,,,,
1,2810,,image-button-response,1,29072,0.0-1.0,ckhycvdx4a8dv9uyg419,female,literal,check-1.png,1.0,check1,,,
2,3924,,image-button-response,2,33001,0.0-2.0,ckhycvdx4a8dv9uyg419,female,literal,check-2.png,2.0,check2,,,
3,41045,,instructions,3,74049,0.0-3.0,ckhycvdx4a8dv9uyg419,female,literal,,,,"[{""page_index"":0,""viewing_time"":5224},{""page_index"":1,""viewing_time"":14138},{""page_index"":2,""viewing_time"":20007},{""page_index"":3,""viewing_time"":1674}]",,
4,45136,,html-slider-response,4,119190,0.0-4.0,ckhycvdx4a8dv9uyg419,female,literal,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_literal.png"" class=""main-trial""/>",,trial,,25.0,
5,36167,,survey-text,5,155362,0.0-5.0,ckhycvdx4a8dv9uyg419,female,literal,,,description,,,"{""Q0"":""She is dealing with cancer and has had some complications. She has started chemo,\nand is handling it well.  ""}"
6,8866,,survey-likert,6,164234,0.0-6.0-0.0,ckhycvdx4a8dv9uyg419,female,literal,,,urgent,,,"{""Q0"":5}"
7,3730,,survey-likert,7,167968,0.0-6.0-1.0,ckhycvdx4a8dv9uyg419,female,literal,,,sympathy,,,"{""Q0"":4}"
8,4337,,survey-text,8,172310,0.0-7.0,ckhycvdx4a8dv9uyg419,female,literal,,,past-donations,,,"{""Q0"":""2""}"
9,4294,,survey-multi-choice,9,176611,0.0-8.0-0.0,ckhycvdx4a8dv9uyg419,female,literal,,,self-cancer,,,"{""Q0"":""No""}"
10,6255,,survey-multi-choice,10,182872,0.0-8.0-1.0,ckhycvdx4a8dv9uyg419,female,literal,,,ff-cancer,,,"{""Q0"":""No""}"
11,15823,,survey-multi-choice,11,198705,0.0-9.0,ckhycvdx4a8dv9uyg419,female,literal,,,demographics,,,"{""Q0"":""Female"",""Q1"":""High school degree or equivalent (e.g. GED)"",""Q2"":""$100,000 through $149,999"",""Q3"":""Yes""}"
12,4547,,survey-text,12,203256,0.0-10.0,ckhycvdx4a8dv9uyg419,female,literal,,,age,,,"{""Q0"":""53""}"
13,2765,,survey-text,13,206024,0.0-11.0,ckhycvdx4a8dv9uyg419,female,literal,,,purpose,,,"{""Q0"":""""}"
14,2083,,survey-text,14,208110,0.0-12.0,ckhycvdx4a8dv9uyg419,female,literal,,,feedback,,,"{""Q0"":""""}"
15,16999,debrief.html,external-html,15,225401,0.0-13.0,ckhycvdx4a8dv9uyg419,female,literal,,,,,,
