,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,10557,consent.html,external-html,0,10578,0.0-0.0,aqhr1axv1l4z3mh7xoav,female,literal,,,,,,
1,4299,,image-button-response,1,14882,0.0-1.0,aqhr1axv1l4z3mh7xoav,female,literal,check-1.png,1.0,check1,,,
2,4191,,image-button-response,2,19077,0.0-2.0,aqhr1axv1l4z3mh7xoav,female,literal,check-2.png,2.0,check2,,,
3,43493,,instructions,3,62572,0.0-3.0,aqhr1axv1l4z3mh7xoav,female,literal,,,,"[{""page_index"":0,""viewing_time"":9071},{""page_index"":1,""viewing_time"":22864},{""page_index"":2,""viewing_time"":8060},{""page_index"":3,""viewing_time"":3497}]",,
4,75349,,html-slider-response,4,137926,0.0-4.0,aqhr1axv1l4z3mh7xoav,female,literal,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_literal.png"" class=""main-trial""/>",,trial,,15.0,
5,77271,,survey-text,5,215199,0.0-5.0,aqhr1axv1l4z3mh7xoav,female,literal,,,description,,,"{""Q0"":""Jennifer has a long and expensive battle with cancer ahead of her. She has to undergo cancer treatment and it will be a difficult road ahead as she works to beat it.""}"
6,9353,,survey-likert,6,224556,0.0-6.0-0.0,aqhr1axv1l4z3mh7xoav,female,literal,,,sympathy,,,"{""Q0"":4}"
7,7463,,survey-likert,7,232021,0.0-6.0-1.0,aqhr1axv1l4z3mh7xoav,female,literal,,,urgent,,,"{""Q0"":4}"
8,15408,,survey-text,8,247431,0.0-7.0,aqhr1axv1l4z3mh7xoav,female,literal,,,past-donations,,,"{""Q0"":""5""}"
9,8252,,survey-multi-choice,9,255686,0.0-8.0-0.0,aqhr1axv1l4z3mh7xoav,female,literal,,,self-cancer,,,"{""Q0"":""No""}"
10,5773,,survey-multi-choice,10,261462,0.0-8.0-1.0,aqhr1axv1l4z3mh7xoav,female,literal,,,ff-cancer,,,"{""Q0"":""Yes""}"
11,23435,,survey-multi-choice,11,284918,0.0-9.0,aqhr1axv1l4z3mh7xoav,female,literal,,,demographics,,,"{""Q0"":""Female"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""Prefer not to say"",""Q3"":""Yes""}"
12,7357,,survey-text,12,292279,0.0-10.0,aqhr1axv1l4z3mh7xoav,female,literal,,,age,,,"{""Q0"":""43""}"
13,35987,,survey-text,13,328268,0.0-11.0,aqhr1axv1l4z3mh7xoav,female,literal,,,purpose,,,"{""Q0"":""To see if people that have had a direct experience with cancer are more willing to donate.""}"
14,2142,,survey-text,14,330413,0.0-12.0,aqhr1axv1l4z3mh7xoav,female,literal,,,feedback,,,"{""Q0"":""""}"
15,21633,debrief.html,external-html,15,352167,0.0-13.0,aqhr1axv1l4z3mh7xoav,female,literal,,,,,,
