,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,9671,consent.html,external-html,0,10232,0.0-0.0,7k8lwnozt8laoegqp241,female,battle,,,,,,
1,5910,,image-button-response,1,16152,0.0-1.0,7k8lwnozt8laoegqp241,female,battle,check-1.png,3.0,check1,,,
2,5650,,image-button-response,2,21807,0.0-2.0,7k8lwnozt8laoegqp241,female,battle,check-2.png,3.0,check2,,,
3,14619,,instructions,3,36428,0.0-3.0,7k8lwnozt8laoegqp241,female,battle,,,,"[{""page_index"":0,""viewing_time"":1612},{""page_index"":1,""viewing_time"":943},{""page_index"":2,""viewing_time"":11134},{""page_index"":3,""viewing_time"":929}]",,
4,8092,,html-slider-response,4,44526,0.0-4.0,7k8lwnozt8laoegqp241,female,battle,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_battle.png"" class=""main-trial""/>",,trial,,45.0,
5,4283,,survey-text,5,48814,0.0-5.0,7k8lwnozt8laoegqp241,female,battle,,,description,,,"{""Q0"":""nice""}"
6,5369,,survey-likert,6,54189,0.0-6.0-0.0,7k8lwnozt8laoegqp241,female,battle,,,urgent,,,"{""Q0"":6}"
7,2019,,survey-likert,7,56211,0.0-6.0-1.0,7k8lwnozt8laoegqp241,female,battle,,,sympathy,,,"{""Q0"":6}"
8,6283,,survey-text,8,62498,0.0-7.0,7k8lwnozt8laoegqp241,female,battle,,,past-donations,,,"{""Q0"":""3""}"
9,2960,,survey-multi-choice,9,65468,0.0-8.0-0.0,7k8lwnozt8laoegqp241,female,battle,,,self-cancer,,,"{""Q0"":""Yes""}"
10,2294,,survey-multi-choice,10,67770,0.0-8.0-1.0,7k8lwnozt8laoegqp241,female,battle,,,ff-cancer,,,"{""Q0"":""Yes""}"
11,8691,,survey-multi-choice,11,76492,0.0-9.0,7k8lwnozt8laoegqp241,female,battle,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$10,000 through $24,999"",""Q3"":""Yes""}"
12,4653,,survey-text,12,81151,0.0-10.0,7k8lwnozt8laoegqp241,female,battle,,,age,,,"{""Q0"":""56""}"
13,10789,,survey-text,13,91943,0.0-11.0,7k8lwnozt8laoegqp241,female,battle,,,purpose,,,"{""Q0"":""like the survey""}"
14,19034,,survey-text,14,110981,0.0-12.0,7k8lwnozt8laoegqp241,female,battle,,,feedback,,,"{""Q0"":""no comments""}"
15,7835,debrief.html,external-html,15,121394,0.0-13.0,7k8lwnozt8laoegqp241,female,battle,,,,,,
