,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,40186,consent.html,external-html,0,40311,0.0-0.0,hk2as5dwc4zq4tl68spd,male,journey,,,,,,
1,3726,,image-button-response,1,44041,0.0-1.0,hk2as5dwc4zq4tl68spd,male,journey,check-1.png,1.0,check1,,,
2,4846,,image-button-response,2,48889,0.0-2.0,hk2as5dwc4zq4tl68spd,male,journey,check-2.png,2.0,check2,,,
3,29155,,instructions,3,78045,0.0-3.0,hk2as5dwc4zq4tl68spd,male,journey,,,,"[{""page_index"":0,""viewing_time"":6406},{""page_index"":1,""viewing_time"":15228},{""page_index"":2,""viewing_time"":5952},{""page_index"":3,""viewing_time"":1568}]",,
4,76535,,html-slider-response,4,154586,0.0-4.0,hk2as5dwc4zq4tl68spd,male,journey,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_male_journey.png"" class=""main-trial""/>",,trial,,0.0,
5,85399,,survey-text,5,239988,0.0-5.0,hk2as5dwc4zq4tl68spd,male,journey,,,description,,,"{""Q0"":""Jason has lymphoma cancer and is undergoing cancer treatments of chemotherapy pharmaceuticals and radiation and his best friend is raising money to help pay for his treatment.""}"
6,6239,,survey-likert,6,246230,0.0-6.0-0.0,hk2as5dwc4zq4tl68spd,male,journey,,,sympathy,,,"{""Q0"":6}"
7,2228,,survey-likert,7,248461,0.0-6.0-1.0,hk2as5dwc4zq4tl68spd,male,journey,,,urgent,,,"{""Q0"":6}"
8,2918,,survey-text,8,251380,0.0-7.0,hk2as5dwc4zq4tl68spd,male,journey,,,past-donations,,,"{""Q0"":""12""}"
9,6668,,survey-multi-choice,9,258053,0.0-8.0-0.0,hk2as5dwc4zq4tl68spd,male,journey,,,ff-cancer,,,"{""Q0"":""Yes""}"
10,2292,,survey-multi-choice,10,260348,0.0-8.0-1.0,hk2as5dwc4zq4tl68spd,male,journey,,,self-cancer,,,"{""Q0"":""No""}"
11,8517,,survey-multi-choice,11,268877,0.0-9.0,hk2as5dwc4zq4tl68spd,male,journey,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$75,000 through $99,999"",""Q3"":""Yes""}"
12,3276,,survey-text,12,272156,0.0-10.0,hk2as5dwc4zq4tl68spd,male,journey,,,age,,,"{""Q0"":""25""}"
13,22698,,survey-text,13,294855,0.0-11.0,hk2as5dwc4zq4tl68spd,male,journey,,,purpose,,,"{""Q0"":""To study how people make decisions and feel about donating to a crowd funding campaign.""}"
14,213046,,survey-text,14,507902,0.0-12.0,hk2as5dwc4zq4tl68spd,male,journey,,,feedback,,,"{""Q0"":""I think standard Rockefeller allopathic pharmacological medicine is a way to harm people while extracting the maximum amount of financial gain in the process.  The cure for cancer will never be found when deadly treatments are more profitable.  The cure to cancer is to fast and activate autophagy to clean up the overgrowth of toxins in the body that were never given the chance to clear out due to constant insulin and consumption and eating that most consumers are taught in the western societies.  The study was interesting, thank you.""}"
15,6271,debrief.html,external-html,15,514579,0.0-13.0,hk2as5dwc4zq4tl68spd,male,journey,,,,,,
