,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,9881,consent.html,external-html,0,9889,0.0-0.0,cy9chvd00zr7845o582c,male,battle,,,,,,
1,2097,,image-button-response,1,11989,0.0-1.0,cy9chvd00zr7845o582c,male,battle,check-1.png,1.0,check1,,,
2,2654,,image-button-response,2,14644,0.0-2.0,cy9chvd00zr7845o582c,male,battle,check-2.png,2.0,check2,,,
3,22618,,instructions,3,37263,0.0-3.0,cy9chvd00zr7845o582c,male,battle,,,,"[{""page_index"":0,""viewing_time"":5679},{""page_index"":1,""viewing_time"":10266},{""page_index"":2,""viewing_time"":5078},{""page_index"":3,""viewing_time"":1594}]",,
4,33241,,html-slider-response,4,70505,0.0-4.0,cy9chvd00zr7845o582c,male,battle,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_mb.png"" class=""main-trial""/>",,trial,,50.0,
5,33327,,survey-text,5,103833,0.0-5.0,cy9chvd00zr7845o582c,male,battle,,,description,,,"{""Q0"":""Jason is battling a dreadful disease - lymphona. He has a long road to go to fight it and to his eventual recovery.""}"
6,5271,,survey-likert,6,109105,0.0-6.0-0.0,cy9chvd00zr7845o582c,male,battle,,,urgent,,,"{""Q0"":4}"
7,3921,,survey-likert,7,113027,0.0-6.0-1.0,cy9chvd00zr7845o582c,male,battle,,,sympathy,,,"{""Q0"":5}"
8,9296,,survey-text,8,122325,0.0-7.0,cy9chvd00zr7845o582c,male,battle,,,past-donations,,,"{""Q0"":""12""}"
9,4999,,survey-multi-choice,9,127325,0.0-8.0-0.0,cy9chvd00zr7845o582c,male,battle,,,self-cancer,,,"{""Q0"":""No""}"
10,4208,,survey-multi-choice,10,131534,0.0-8.0-1.0,cy9chvd00zr7845o582c,male,battle,,,ff-cancer,,,"{""Q0"":""No""}"
11,8848,,survey-multi-choice,11,140387,0.0-9.0,cy9chvd00zr7845o582c,male,battle,,,demographics,,,"{""Q0"":""Female"",""Q1"":""Doctorate (e.g. PhD, EdD)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
12,3106,,survey-text,12,143494,0.0-10.0,cy9chvd00zr7845o582c,male,battle,,,age,,,"{""Q0"":""49""}"
13,15672,,survey-text,13,159166,0.0-11.0,cy9chvd00zr7845o582c,male,battle,,,purpose,,,"{""Q0"":""perhaps sympathy for a plight, or gullibility""}"
14,41977,,survey-text,14,201144,0.0-12.0,cy9chvd00zr7845o582c,male,battle,,,feedback,,,"{""Q0"":""when given a chance to donate 'free' money versus keeping it, I do the former. I didn't do this experiment for a bonus, thus I would feel wrong taking it.""}"
15,21371,debrief.html,external-html,15,222793,0.0-13.0,cy9chvd00zr7845o582c,male,battle,,,,,,
