,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,5228,consent.html,external-html,0,5329,0.0-0.0,bvgwrlutfgzzhcynxjpy,female,battle,,,,,,
1,1842,,image-button-response,1,7179,0.0-1.0,bvgwrlutfgzzhcynxjpy,female,battle,check-1.png,1.0,check1,,,
2,949,,image-button-response,2,8132,0.0-2.0,bvgwrlutfgzzhcynxjpy,female,battle,check-2.png,2.0,check2,,,
3,4385,,instructions,3,12519,0.0-3.0,bvgwrlutfgzzhcynxjpy,female,battle,,,,"[{""page_index"":0,""viewing_time"":943},{""page_index"":1,""viewing_time"":853},{""page_index"":2,""viewing_time"":1279},{""page_index"":3,""viewing_time"":1309}]",,
4,14985,,html-slider-response,4,27509,0.0-4.0,bvgwrlutfgzzhcynxjpy,female,battle,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_fb.png"" class=""main-trial""/>",,trial,,0.0,
5,17278,,survey-text,5,44791,0.0-5.0,bvgwrlutfgzzhcynxjpy,female,battle,,,description,,,"{""Q0"":""She has lymphoma and needs money to recover.""}"
6,5693,,survey-likert,6,50489,0.0-6.0-0.0,bvgwrlutfgzzhcynxjpy,female,battle,,,urgent,,,"{""Q0"":3}"
7,2266,,survey-likert,7,52758,0.0-6.0-1.0,bvgwrlutfgzzhcynxjpy,female,battle,,,sympathy,,,"{""Q0"":3}"
8,3841,,survey-text,8,56602,0.0-7.0,bvgwrlutfgzzhcynxjpy,female,battle,,,past-donations,,,"{""Q0"":""0""}"
9,2478,,survey-multi-choice,9,59085,0.0-8.0-0.0,bvgwrlutfgzzhcynxjpy,female,battle,,,ff-cancer,,,"{""Q0"":""No""}"
10,2042,,survey-multi-choice,10,61131,0.0-8.0-1.0,bvgwrlutfgzzhcynxjpy,female,battle,,,self-cancer,,,"{""Q0"":""No""}"
11,8961,,survey-multi-choice,11,70115,0.0-9.0,bvgwrlutfgzzhcynxjpy,female,battle,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Master’s degree (e.g. MA, MS, MEd)"",""Q2"":""$50,000 through $74,999"",""Q3"":""Yes""}"
12,3779,,survey-text,12,73900,0.0-10.0,bvgwrlutfgzzhcynxjpy,female,battle,,,age,,,"{""Q0"":""33""}"
13,8119,,survey-text,13,82020,0.0-11.0,bvgwrlutfgzzhcynxjpy,female,battle,,,purpose,,,"{""Q0"":""see if we still donate""}"
14,3263,,survey-text,14,85284,0.0-12.0,bvgwrlutfgzzhcynxjpy,female,battle,,,feedback,,,"{""Q0"":""""}"
15,3617,debrief.html,external-html,15,89224,0.0-13.0,bvgwrlutfgzzhcynxjpy,female,battle,,,,,,
