,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,52869,consent.html,external-html,0,53046,0.0-0.0,rjymcpwhvn4vvcsvjdmf,female,journey,,,,,,
1,1708,,image-button-response,1,54758,0.0-1.0,rjymcpwhvn4vvcsvjdmf,female,journey,check-1.png,1.0,check1,,,
2,1238,,image-button-response,2,55997,0.0-2.0,rjymcpwhvn4vvcsvjdmf,female,journey,check-2.png,2.0,check2,,,
3,4879,,instructions,3,60877,0.0-3.0,rjymcpwhvn4vvcsvjdmf,female,journey,,,,"[{""page_index"":0,""viewing_time"":1179},{""page_index"":1,""viewing_time"":1130},{""page_index"":2,""viewing_time"":1349},{""page_index"":3,""viewing_time"":1221}]",,
4,362178,,html-slider-response,4,423058,0.0-4.0,rjymcpwhvn4vvcsvjdmf,female,journey,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_female_journey.png"" class=""main-trial""/>",,trial,,32.0,
5,22459,,survey-text,5,445518,0.0-5.0,rjymcpwhvn4vvcsvjdmf,female,journey,,,description,,,"{""Q0"":""she is in very critical situation and also kindly help her""}"
6,40467,,survey-likert,6,485988,0.0-6.0-0.0,rjymcpwhvn4vvcsvjdmf,female,journey,,,sympathy,,,"{""Q0"":4}"
7,5228,,survey-likert,7,491217,0.0-6.0-1.0,rjymcpwhvn4vvcsvjdmf,female,journey,,,urgent,,,"{""Q0"":4}"
8,3227,,survey-text,8,494448,0.0-7.0,rjymcpwhvn4vvcsvjdmf,female,journey,,,past-donations,,,"{""Q0"":""2""}"
9,14768,,survey-multi-choice,9,509218,0.0-8.0-0.0,rjymcpwhvn4vvcsvjdmf,female,journey,,,ff-cancer,,,"{""Q0"":""No""}"
10,2359,,survey-multi-choice,10,511579,0.0-8.0-1.0,rjymcpwhvn4vvcsvjdmf,female,journey,,,self-cancer,,,"{""Q0"":""No""}"
11,7180,,survey-multi-choice,11,518769,0.0-9.0,rjymcpwhvn4vvcsvjdmf,female,journey,,,demographics,,,"{""Q0"":""Male"",""Q1"":""Professional degree (e.g. MD, DDS, DVM)"",""Q2"":""$75,000 through $99,999"",""Q3"":""Yes""}"
12,3017,,survey-text,12,521788,0.0-10.0,rjymcpwhvn4vvcsvjdmf,female,journey,,,age,,,"{""Q0"":""28""}"
13,31307,,survey-text,13,553097,0.0-11.0,rjymcpwhvn4vvcsvjdmf,female,journey,,,purpose,,,"{""Q0"":""""}"
14,1502,,survey-text,14,554608,0.0-12.0,rjymcpwhvn4vvcsvjdmf,female,journey,,,feedback,,,"{""Q0"":""""}"
15,3253,debrief.html,external-html,15,558540,0.0-13.0,rjymcpwhvn4vvcsvjdmf,female,journey,,,,,,
