,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,ppt,recipient_sex,metaphor,stimulus,button_pressed,qtype,view_history,response,responses
0,6900,consent.html,external-html,0,7031,0.0-0.0,54qb8035028bh857l6lg,male,battle,,,,,,
1,6444,,image-button-response,1,13482,0.0-1.0,54qb8035028bh857l6lg,male,battle,check-1.png,1.0,check1,,,
2,2841,,image-button-response,2,16325,0.0-2.0,54qb8035028bh857l6lg,male,battle,check-2.png,2.0,check2,,,
3,37701,,instructions,3,54026,0.0-3.0,54qb8035028bh857l6lg,male,battle,,,,"[{""page_index"":0,""viewing_time"":8288},{""page_index"":1,""viewing_time"":15604},{""page_index"":2,""viewing_time"":11720},{""page_index"":3,""viewing_time"":2088}]",,
4,53565,,html-slider-response,4,107593,0.0-4.0,54qb8035028bh857l6lg,male,battle,"<h3>Please carefully read the following campaign, and indicate below how     much you would donate.</h3><p>Once you are satisfied, press ""Continue"" at the bottom.</p>    <br><img src=""condition_mb.png"" class=""main-trial""/>",,trial,,20.0,
5,34226,,survey-text,5,141821,0.0-5.0,54qb8035028bh857l6lg,male,battle,,,description,,,"{""Q0"":""Jason has stage 2 lymphoma. He is struggling with the side effects of chemo and needs money to cover medical bills. ""}"
6,5683,,survey-likert,6,147505,0.0-6.0-0.0,54qb8035028bh857l6lg,male,battle,,,sympathy,,,"{""Q0"":6}"
7,4995,,survey-likert,7,152502,0.0-6.0-1.0,54qb8035028bh857l6lg,male,battle,,,urgent,,,"{""Q0"":5}"
8,4728,,survey-text,8,157233,0.0-7.0,54qb8035028bh857l6lg,male,battle,,,past-donations,,,"{""Q0"":""2""}"
9,3007,,survey-multi-choice,9,160242,0.0-8.0-0.0,54qb8035028bh857l6lg,male,battle,,,self-cancer,,,"{""Q0"":""No""}"
10,3504,,survey-multi-choice,10,163748,0.0-8.0-1.0,54qb8035028bh857l6lg,male,battle,,,ff-cancer,,,"{""Q0"":""Yes""}"
11,11541,,survey-multi-choice,11,175298,0.0-9.0,54qb8035028bh857l6lg,male,battle,,,demographics,,,"{""Q0"":""Female"",""Q1"":""Bachelor’s degree (e.g. BA, BS)"",""Q2"":""$25,000 through $49,999"",""Q3"":""Yes""}"
12,3926,,survey-text,12,179226,0.0-10.0,54qb8035028bh857l6lg,male,battle,,,age,,,"{""Q0"":""32""}"
13,2547,,survey-text,13,181773,0.0-11.0,54qb8035028bh857l6lg,male,battle,,,purpose,,,"{""Q0"":""""}"
14,1192,,survey-text,14,182967,0.0-12.0,54qb8035028bh857l6lg,male,battle,,,feedback,,,"{""Q0"":""""}"
15,17369,debrief.html,external-html,15,200706,0.0-13.0,54qb8035028bh857l6lg,male,battle,,,,,,
